Carimbo de data/hora,idade,genero,escolaridade,tempo-equipe,experiencia,tamanho-equipe,lider,cargo-líder,cargo-nao-lider,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,funcao-lider-tempo-time,funcao-lider-experiencia,funcao-lider-tamanho,funcao-lider-aptidao,liderar-reunião-tempo-time,liderar-reunião-experiencia,liderar-reuniao-tamanho,liderar-reunião-aptidao,tomada-decisao-tempo-time,tomada-decisao-experiencia,tomada-decisao-tamanho,tomada-decisao-aptidao,definicao-backlog-tempo-time,definicao-backlog-experiencia,definicao-backlog-tamanho,definicao-backlog-aptidao,1. Eu faço os outros se sentirem bem por estar perto de mim.,2. Expresso com poucas palavras simples o que podemos e devemos fazer.,3. Permito que outras pessoas pensem nos problemas antigos de novas maneiras.,4. Ajudo os membros do meu time a se desenvolverem.,5. Digo aos membros do meu time o que fazer se quiserem ser recompensados ​​por seu trabalho.,6. Fico satisfeito quando os membros do meu time cumprem os padrões acordados.,7. Fico contente em permitir que os membros do meu time continuem trabalhando da mesma maneira que sempre.,8. Os membros do meu time confiam plenamente em mim.,9. Forneço imagens atrativas ao meu time sobre o que podemos fazer.,10. Forneço aos membros do meu time novas maneiras de encarar coisas intrigantes.,11. Eu digo aos membros do meu time como eu acho que eles estão indo.,12. Ofereço reconhecimento/recompensa quando os membros do meu time atingem seus objetivos.,"13. Enquanto as coisas estiverem funcionando no meu time, não tento mudar nada.",14. Tudo o que os membros do meu time querem fazer está OK por mim.,15. Sinto que os membros do meu time têm orgulho de estarem associados a mim.,16. Ajudo os membros do meu time a encontrarem significado em seu trabalho.,17. Faço com que os membros do meu time repensem idéias que nunca haviam questionado antes.,18. Dou atenção pessoal aos membros do meu time quando aparentam estar rejeitados.,19. Chamo a atenção para o que os membros do meu time podem obter pelo que realizam.,20. Digo aos membros do meu time os padrões que eles precisam conhecer para realizarem seu trabalho.,21. Não peço mais aos membros do meu time do que aquilo que é absolutamente essencial.,"Suponha a seguinte situação:

a) Você entrou de férias e escolheu um dos desenvolvedores do seu time para substituir você nesse período. Esse desenvolvedor mantém uma comunicação constante com todos durante a sua ausência, garantindo que todos tenham clareza sobre suas atividades e responsabilidades, monitorando o progresso e informando a você, caso necessite da sua intervenção. Além disso, ele assegura o autogerenciamento da equipe e a organização do trabalho, e está preparado para a resolução de conflitos e imprevistos, garantindo que a equipe continue funcionando de maneira eficiente e coesa durante esse período.

Na sua opinião, qual a importância dos fatores abaixo que te levaram a escolher esse desenvolvedor? [Tempo de permanência desse desenvolvedor no time]","Suponha a seguinte situação:

a) Você entrou de férias e escolheu um dos desenvolvedores do seu time para substituir você nesse período. Esse desenvolvedor mantém uma comunicação constante com todos durante a sua ausência, garantindo que todos tenham clareza sobre suas atividades e responsabilidades, monitorando o progresso e informando a você, caso necessite da sua intervenção. Além disso, ele assegura o autogerenciamento da equipe e a organização do trabalho, e está preparado para a resolução de conflitos e imprevistos, garantindo que a equipe continue funcionando de maneira eficiente e coesa durante esse período.

Na sua opinião, qual a importância dos fatores abaixo que te levaram a escolher esse desenvolvedor? [Tempo de experiência desse desenvolvedor na área]","Suponha a seguinte situação:

a) Você entrou de férias e escolheu um dos desenvolvedores do seu time para substituir você nesse período. Esse desenvolvedor mantém uma comunicação constante com todos durante a sua ausência, garantindo que todos tenham clareza sobre suas atividades e responsabilidades, monitorando o progresso e informando a você, caso necessite da sua intervenção. Além disso, ele assegura o autogerenciamento da equipe e a organização do trabalho, e está preparado para a resolução de conflitos e imprevistos, garantindo que a equipe continue funcionando de maneira eficiente e coesa durante esse período.

Na sua opinião, qual a importância dos fatores abaixo que te levaram a escolher esse desenvolvedor? [Tamanho do time]","Suponha a seguinte situação:

a) Você entrou de férias e escolheu um dos desenvolvedores do seu time para substituir você nesse período. Esse desenvolvedor mantém uma comunicação constante com todos durante a sua ausência, garantindo que todos tenham clareza sobre suas atividades e responsabilidades, monitorando o progresso e informando a você, caso necessite da sua intervenção. Além disso, ele assegura o autogerenciamento da equipe e a organização do trabalho, e está preparado para a resolução de conflitos e imprevistos, garantindo que a equipe continue funcionando de maneira eficiente e coesa durante esse período.

Na sua opinião, qual a importância dos fatores abaixo que te levaram a escolher esse desenvolvedor? [Aptidão desse desenvolvedor para assumir esse tipo de atividade]","Suponha a seguinte situação:

b) Os membros do seu time não tem receio para fazer qualquer pergunta para você e sentem-se confortáveis na sua presença. Em uma reunião de retrospectiva, você deixa claro que um dos desenvovedores possui total propriedade sobre o que o time está desenvolvendo e atribui a ele a responsabilidade de responder pelo time em sua ausência. Durante essas reuniões de retrospectiva, fica evidente o comprometimento de todos com os objetivos do projeto, garantindo que o trabalho continue de maneira alinhada e eficaz, mesmo na sua ausência.

Na sua opinião, qual a importância dos fatores abaixo para você ter se expressado de tal forma sobre esse desenvolvedor? [Tempo de permanência desse desenvolvedor no time]","Suponha a seguinte situação:

b) Os membros do seu time não tem receio para fazer qualquer pergunta para você e sentem-se confortáveis na sua presença. Em uma reunião de retrospectiva, você deixa claro que um dos desenvovedores possui total propriedade sobre o que o time está desenvolvendo e atribui a ele a responsabilidade de responder pelo time em sua ausência. Durante essas reuniões de retrospectiva, fica evidente o comprometimento de todos com os objetivos do projeto, garantindo que o trabalho continue de maneira alinhada e eficaz, mesmo na sua ausência.

Na sua opinião, qual a importância dos fatores abaixo para você ter se expressado de tal forma sobre esse desenvolvedor? [Tempo de experiência desse desenvolvedor na área]","Suponha a seguinte situação:

b) Os membros do seu time não tem receio para fazer qualquer pergunta para você e sentem-se confortáveis na sua presença. Em uma reunião de retrospectiva, você deixa claro que um dos desenvovedores possui total propriedade sobre o que o time está desenvolvendo e atribui a ele a responsabilidade de responder pelo time em sua ausência. Durante essas reuniões de retrospectiva, fica evidente o comprometimento de todos com os objetivos do projeto, garantindo que o trabalho continue de maneira alinhada e eficaz, mesmo na sua ausência.

Na sua opinião, qual a importância dos fatores abaixo para você ter se expressado de tal forma sobre esse desenvolvedor? [Tamanho do time]","Suponha a seguinte situação:

b) Os membros do seu time não tem receio para fazer qualquer pergunta para você e sentem-se confortáveis na sua presença. Em uma reunião de retrospectiva, você deixa claro que um dos desenvovedores possui total propriedade sobre o que o time está desenvolvendo e atribui a ele a responsabilidade de responder pelo time em sua ausência. Durante essas reuniões de retrospectiva, fica evidente o comprometimento de todos com os objetivos do projeto, garantindo que o trabalho continue de maneira alinhada e eficaz, mesmo na sua ausência.

Na sua opinião, qual a importância dos fatores abaixo para você ter se expressado de tal forma sobre esse desenvolvedor? [Aptidão desse desenvolvedor para assumir esse tipo de atividade]","Suponha a seguinte situação:

c) Uma das desenvolvedoras do seu time relatou um impedimento durante a reunião de refinamento.Você perguntou para ela se ela sabia como resolver o problema. Ela falou que sim e deu a sua ideia de resolução. Você aceitou a ideia de resolução dela e disse que confiava nela. Todos do time estavam presentes e observaram a proatividade dessa colega na identificação e resolução de problemas. 

Na sua opinião, qual a importância dos fatores abaixo para que você tenha se expressado de tal forma sobre essa desenvolvedora? [Tempo de permanência dessa desenvolvedora no time]","Suponha a seguinte situação:

c) Uma das desenvolvedoras do seu time relatou um impedimento durante a reunião de refinamento.Você perguntou para ela se ela sabia como resolver o problema. Ela falou que sim e deu a sua ideia de resolução. Você aceitou a ideia de resolução dela e disse que confiava nela. Todos do time estavam presentes e observaram a proatividade dessa colega na identificação e resolução de problemas. 

Na sua opinião, qual a importância dos fatores abaixo para que você tenha se expressado de tal forma sobre essa desenvolvedora? [Tempo de experiência dessa desenvolvedora na área]","Suponha a seguinte situação:

c) Uma das desenvolvedoras do seu time relatou um impedimento durante a reunião de refinamento.Você perguntou para ela se ela sabia como resolver o problema. Ela falou que sim e deu a sua ideia de resolução. Você aceitou a ideia de resolução dela e disse que confiava nela. Todos do time estavam presentes e observaram a proatividade dessa colega na identificação e resolução de problemas. 

Na sua opinião, qual a importância dos fatores abaixo para que você tenha se expressado de tal forma sobre essa desenvolvedora? [Tamanho do time]","Suponha a seguinte situação:

c) Uma das desenvolvedoras do seu time relatou um impedimento durante a reunião de refinamento.Você perguntou para ela se ela sabia como resolver o problema. Ela falou que sim e deu a sua ideia de resolução. Você aceitou a ideia de resolução dela e disse que confiava nela. Todos do time estavam presentes e observaram a proatividade dessa colega na identificação e resolução de problemas. 

Na sua opinião, qual a importância dos fatores abaixo para que você tenha se expressado de tal forma sobre essa desenvolvedora? [Aptidão dessa desenvolvedora para assumir esse tipo de atividade]","Suponha a seguinte situação:

d) Em uma reunião diária, você informou que discutiu com o PO (Product Owner) algumas decisões estratégicas (relacionadas ao plano de negócios). De acordo com essas decisões, você atribuiu a uma das desenvolvedoras (especialista em testes) que ela definisse as atividades do backlog da sprint para a próxima reunião de planejamento. Nessa reunião, ela ilustrou o planejamento da sprint com alocação de tarefas e a definição de prioridades, evidenciando o comprometimento com os objetivos do projeto. Além disso, foi possível que toda a equipe refletisse sobre a priorização de tarefas e a redefinição de escopo necessárias para alinhar o trabalho com as decisões estratégicas discutidas.

Na sua opinião, qual a importância dos fatores abaixo para que você tenha feito essa escolha? [Tempo de permanência dessa desenvolvedora no time]","Suponha a seguinte situação:

d) Em uma reunião diária, você informou que discutiu com o PO (Product Owner) algumas decisões estratégicas (relacionadas ao plano de negócios). De acordo com essas decisões, você atribuiu a uma das desenvolvedoras (especialista em testes) que ela definisse as atividades do backlog da sprint para a próxima reunião de planejamento. Nessa reunião, ela ilustrou o planejamento da sprint com alocação de tarefas e a definição de prioridades, evidenciando o comprometimento com os objetivos do projeto. Além disso, foi possível que toda a equipe refletisse sobre a priorização de tarefas e a redefinição de escopo necessárias para alinhar o trabalho com as decisões estratégicas discutidas.

Na sua opinião, qual a importância dos fatores abaixo para que você tenha feito essa escolha? [Tempo de experiência dessa desenvolvedora na área]","Suponha a seguinte situação:

d) Em uma reunião diária, você informou que discutiu com o PO (Product Owner) algumas decisões estratégicas (relacionadas ao plano de negócios). De acordo com essas decisões, você atribuiu a uma das desenvolvedoras (especialista em testes) que ela definisse as atividades do backlog da sprint para a próxima reunião de planejamento. Nessa reunião, ela ilustrou o planejamento da sprint com alocação de tarefas e a definição de prioridades, evidenciando o comprometimento com os objetivos do projeto. Além disso, foi possível que toda a equipe refletisse sobre a priorização de tarefas e a redefinição de escopo necessárias para alinhar o trabalho com as decisões estratégicas discutidas.

Na sua opinião, qual a importância dos fatores abaixo para que você tenha feito essa escolha? [Tamanho do time]","Suponha a seguinte situação:

d) Em uma reunião diária, você informou que discutiu com o PO (Product Owner) algumas decisões estratégicas (relacionadas ao plano de negócios). De acordo com essas decisões, você atribuiu a uma das desenvolvedoras (especialista em testes) que ela definisse as atividades do backlog da sprint para a próxima reunião de planejamento. Nessa reunião, ela ilustrou o planejamento da sprint com alocação de tarefas e a definição de prioridades, evidenciando o comprometimento com os objetivos do projeto. Além disso, foi possível que toda a equipe refletisse sobre a priorização de tarefas e a redefinição de escopo necessárias para alinhar o trabalho com as decisões estratégicas discutidas.

Na sua opinião, qual a importância dos fatores abaixo para que você tenha feito essa escolha? [Aptidão dessa desenvolvedora para assumir esse tipo de atividade]"
07/06/2024 13:27:09,Entre 18 e 25 anos,Mulher,Superior incompleto,De 1 a 3 anos,De 1 a 3 anos,Mais de 9 pessoas,Não,,Função de pesquisa e desenvolvimento,4,3,4,4,1,4,2,3,3,3,2,4,2,2,4,4,4,4,2,3,2,3,4,1,4,2,4,0,4,3,4,0,4,3,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2024 10:44:25,Entre 18 e 25 anos,Homem,Superior incompleto,De 1 a 3 anos,De 1 a 3 anos,Entre 3 e 5 pessoas,Não,,"Desenvolvedor(a) (full-stack, back-end, front-end)",4,3,2,2,2,4,4,4,2,3,2,1,2,1,4,4,2,3,3,4,1,4,4,0,4,2,4,0,4,0,2,0,4,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2024 11:35:59,Entre 26 e 35 anos,Mulher,Superior incompleto,De 1 a 3 anos,De 1 a 3 anos,Entre 3 e 5 pessoas,Não,,Estudante,2,3,4,4,0,3,4,4,3,4,4,2,2,2,4,4,4,4,3,4,3,2,3,0,4,4,3,0,3,1,1,0,1,2,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2024 14:23:28,Entre 18 e 25 anos,Mulher,Superior completo,De 1 a 3 anos,De 3 a 6 anos,Entre 5 e 9 pessoas,Não,,Função de pesquisa e desenvolvimento,1,3,1,1,1,2,2,3,1,3,2,1,1,1,3,2,2,1,2,1,1,3,4,2,4,4,4,2,4,4,4,2,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2024 16:26:34,Entre 18 e 25 anos,Homem,"Mestrado (acadêmico, profissional, MBA)",De 1 a 3 anos,De 6 a 9 anos,Mais de 9 pessoas,Não,,"Desenvolvedor(a) (full-stack, back-end, front-end)",4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,4,2,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2024 13:24:21,Entre 18 e 25 anos,Mulher,Superior incompleto,Menos de 1 ano,De 1 a 3 anos,Entre 5 e 9 pessoas,Não,,Função de pesquisa e desenvolvimento,2,1,3,3,0,4,2,3,3,3,3,2,2,2,3,3,2,2,4,3,1,2,4,0,4,4,4,1,4,3,4,0,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2024 08:43:12,Entre 18 e 25 anos,Mulher,Superior incompleto,De 1 a 3 anos,De 3 a 6 anos,Mais de 9 pessoas,Não,,Estudante,4,4,4,4,4,4,3,4,4,3,4,4,3,2,4,4,3,4,4,4,3,2,4,1,4,2,4,1,4,1,3,0,4,3,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2024 08:59:55,Entre 26 e 35 anos,Homem,Superior completo,De 1 a 3 anos,De 3 a 6 anos,Entre 3 e 5 pessoas,Não,,"Desenvolvedor(a) (full-stack, back-end, front-end)",3,4,4,2,2,3,3,0,1,1,3,0,2,4,2,0,1,0,0,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2024 13:10:34,Entre 26 e 35 anos,Mulher,Superior incompleto,Menos de 1 ano,De 1 a 3 anos,Entre 5 e 9 pessoas,Não,,Desenvolvedor(a) (QA ou teste),4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2024 14:12:15,Entre 26 e 35 anos,Homem,Superior completo,Menos de 1 ano,De 3 a 6 anos,Entre 3 e 5 pessoas,Não,,"Desenvolvedor(a) (full-stack, back-end, front-end)",1,3,2,3,0,4,2,3,4,4,4,0,4,2,2,2,2,4,2,3,3,3,3,1,3,3,3,3,3,0,3,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2024 15:16:46,Entre 18 e 25 anos,Homem,Superior incompleto,De 1 a 3 anos,De 1 a 3 anos,Entre 3 e 5 pessoas,Não,,"Desenvolvedor(a) (full-stack, back-end, front-end)",4,4,4,4,2,4,4,4,2,4,2,2,2,3,4,4,4,4,4,3,3,3,4,1,4,4,4,0,2,1,1,0,4,4,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
